time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010466800000	-12.9114	10.6006	5.11569	0.0203021	-0.299982	lidar	9.15944	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6574	10.6356	5.10977	0.0160875	-0.290741	radar	4.35026	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3987	10.6333	5.11194	0.000332723	-0.291523	lidar	0.068093	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1472	10.6584	5.10136	-0.00408365	-0.2823	radar	3.36925	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8906	10.7249	5.10999	-0.000802143	-0.27083	lidar	5.87443	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6259	10.7386	5.1127	-0.00831856	-0.265076	radar	4.13463	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3766	10.7693	5.11061	-0.012832	-0.259358	lidar	1.86172	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1177	10.7305	5.1233	-0.0387638	-0.271282	radar	5.31172	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.8295	10.7183	5.1506	-0.0528505	-0.271468	lidar	2.71114	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5763	10.7128	5.14583	-0.0631253	-0.268716	radar	0.404793	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3277	10.7238	5.14085	-0.0692822	-0.263968	lidar	1.56912	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0782	10.7569	5.12128	-0.0635189	-0.247084	radar	10.0527	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.81595	10.801	5.13017	-0.0603954	-0.236868	lidar	4.89991	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.57546	10.7883	5.11152	-0.0690256	-0.233173	radar	4.23408	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.31269	10.8143	5.12002	-0.0694127	-0.225732	lidar	2.60607	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.0625	10.7982	5.10892	-0.0772667	-0.221441	radar	3.1756	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79875	10.8263	5.11819	-0.0760185	-0.213316	lidar	3.19625	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55074	10.7938	5.10678	-0.0875677	-0.212317	radar	5.845	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.34161	10.7443	5.06782	-0.104943	-0.216886	lidar	4.44679	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.08895	10.7512	5.06046	-0.103703	-0.206348	radar	3.87131	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78931	10.7757	5.10207	-0.10058	-0.197394	lidar	6.57095	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53035	10.7705	5.09716	-0.100826	-0.187884	radar	4.4403	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25939	10.7577	5.11221	-0.106499	-0.185404	lidar	0.734471	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.01595	10.7797	5.08975	-0.0973104	-0.168654	radar	9.65561	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
