time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010443000000	0.312243	0.58034	5	0.002	0	lidar	0	0.312243	0.58034	0.6	0.6	5.19994	0
1477010443050000	0.776477	0.549373	5.00293	0.0896936	0.00449755	radar	3.13579	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1477010443100000	1.06357	0.565576	5.00329	0.0811189	0.0038653	lidar	1.06977	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1477010443150000	1.27974	0.535446	5.00011	0.0622619	-0.000605356	radar	2.14122	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1477010443200000	1.56541	0.571068	5.00096	0.0605307	-0.000146731	lidar	0.637127	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1477010443250000	1.7986	0.569366	5.00857	0.0634864	0.00290236	radar	2.02741	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
1477010443300000	2.07739	0.598383	5.01037	0.0626623	0.00393389	lidar	0.838854	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
1477010443350000	2.3079	0.625596	5.01106	0.0798074	0.011551	radar	1.80905	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
1477010443400000	2.57294	0.649947	5.013	0.0787391	0.0118327	lidar	0.372707	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
1477010443450000	2.82886	0.657926	5.02174	0.0711765	0.0089951	radar	0.897193	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
1477010443500000	3.06988	0.670175	5.02	0.0701746	0.00699682	lidar	0.228343	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
1477010443550000	3.33922	0.624577	5.03173	0.0298234	-0.0224115	radar	4.62368	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
1477010443600000	3.62754	0.582563	5.0425	-0.00597574	-0.0486855	lidar	7.43826	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
1477010443650000	3.89033	0.602049	5.06178	0.00423402	-0.0320502	radar	3.55532	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
1477010443700000	4.16157	0.597964	5.06877	-0.00227408	-0.0345184	lidar	1.11226	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
1477010443750000	4.42012	0.612214	5.07473	0.00382555	-0.0249683	radar	0.763459	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
1477010443800000	4.63849	0.66741	5.05839	0.033397	0.00431121	lidar	7.05821	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
1477010443850000	4.89763	0.666206	5.05449	0.0275368	-0.00212063	radar	1.60646	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
1477010443900000	5.18705	0.665609	5.07538	0.0216071	-0.00449627	lidar	5.46076	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
1477010443950000	5.44073	0.672078	5.08871	0.0231125	-0.00204863	radar	2.03515	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
1477010444000000	5.72674	0.682124	5.10941	0.0238673	0.00194366	lidar	4.32898	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
1477010444050000	5.97962	0.63777	5.10013	-0.000511288	-0.0262246	radar	3.01852	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
1477010444100000	6.24299	0.706754	5.1072	0.0304453	0.0107727	lidar	3.82796	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
1477010444150000	6.49883	0.729671	5.10527	0.0377731	0.0183981	radar	0.523617	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
1477010444200000	6.75663	0.73325	5.10744	0.0358507	0.0154536	lidar	0.0539523	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
1477010444250000	7.01093	0.723503	5.09254	0.0275643	0.00591703	radar	3.2544	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
1477010444300000	7.25109	0.786719	5.08193	0.0526226	0.0314029	lidar	2.36412	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
1477010444350000	7.52768	0.800516	5.1126	0.0542726	0.0319348	radar	5.15627	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
1477010444400000	7.78568	0.790527	5.11464	0.0456899	0.0217518	lidar	0.322642	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
1477010444450000	8.04257	0.807001	5.10554	0.0484697	0.0236621	radar	2.90039	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
1477010444500000	8.29213	0.825182	5.10123	0.0520321	0.0258691	lidar	0.110959	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
1477010444550000	8.55327	0.895865	5.12194	0.0762227	0.0473285	radar	7.07582	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
1477010444600000	8.8008	0.95031	5.11624	0.0922436	0.0598607	lidar	0.731799	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
1477010444650000	9.08002	0.984633	5.14114	0.0987066	0.0630763	radar	7.78237	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
1477010444700000	9.3268	1.02116	5.1339	0.106106	0.0667957	lidar	0.30015	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
1477010444750000	9.59894	1.08178	5.15476	0.121131	0.0768497	radar	5.58284	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
1477010444800000	9.87129	1.19657	5.17319	0.154533	0.101951	lidar	5.21225	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1281	1.26904	5.16653	0.17128	0.111965	radar	5.60674	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.3658	1.35286	5.15487	0.190981	0.123539	lidar	1.37558	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6118	1.42236	5.13534	0.204867	0.130265	radar	5.36236	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8488	1.4719	5.12296	0.210773	0.12987	lidar	0.70681	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.111	1.51959	5.1334	0.214518	0.127633	radar	1.60369	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.3858	1.58056	5.1547	0.221597	0.127988	lidar	2.07604	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6262	1.63454	5.13848	0.227732	0.128059	radar	1.08169	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8641	1.70828	5.13022	0.239391	0.132041	lidar	0.457517	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1171	1.78647	5.14032	0.250659	0.135297	radar	1.36429	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3623	1.83563	5.13526	0.252952	0.132101	lidar	0.232513	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6143	1.89486	5.14289	0.25735	0.13035	radar	0.648401	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8269	2.01847	5.12237	0.282738	0.143946	lidar	4.30672	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.0851	2.11041	5.14533	0.294375	0.14667	radar	3.81025	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.2976	2.24386	5.12821	0.320281	0.159796	lidar	3.87848	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.502	2.3599	5.08964	0.341268	0.169537	radar	12.9348	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7477	2.48492	5.10253	0.360149	0.176574	lidar	1.48261	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.976	2.58264	5.09087	0.371895	0.17885	radar	0.787221	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.2052	2.73657	5.09823	0.397797	0.190323	lidar	2.42767	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4495	2.83563	5.11204	0.405881	0.188978	radar	0.814865	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6585	2.93719	5.09184	0.417156	0.190424	lidar	1.98435	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8898	3.06583	5.10222	0.43279	0.194249	radar	4.58807	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0997	3.24985	5.10593	0.464042	0.208679	lidar	4.10879	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.3221	3.38662	5.10127	0.481072	0.213472	radar	3.77003	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.5345	3.57653	5.11194	0.510973	0.226226	lidar	3.64746	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.7528	3.69667	5.10445	0.521389	0.22586	radar	0.548082	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9681	3.86233	5.11239	0.542537	0.232354	lidar	1.08556	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1787	4.00349	5.09853	0.558133	0.235844	radar	2.77605	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.376	4.20591	5.10792	0.588051	0.247843	lidar	3.36841	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5904	4.35214	5.10931	0.601183	0.248457	radar	0.535217	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.7697	4.54117	5.10307	0.627401	0.257767	lidar	2.47817	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.9513	4.70672	5.07163	0.649244	0.265681	radar	8.1526	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.1197	4.93827	5.07924	0.684543	0.280318	lidar	5.10385	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.3033	5.09548	5.05921	0.700445	0.282706	radar	2.62764	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.4627	5.30287	5.05475	0.728688	0.292229	lidar	2.62194	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.6338	5.46423	5.02848	0.745498	0.295181	radar	4.71185	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.8136	5.63513	5.02552	0.760539	0.295416	lidar	0.0453825	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.9745	5.81894	5.00274	0.782688	0.302135	radar	4.42788	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.1403	6.03106	5.013	0.806838	0.30805	lidar	1.08352	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.2992	6.2249	5.00328	0.828103	0.312941	radar	2.20767	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.4234	6.46856	5.00556	0.862858	0.325755	lidar	4.45328	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.5676	6.66888	4.99077	0.88567	0.331512	radar	2.37517	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.7038	6.85184	4.97189	0.903113	0.332414	lidar	1.72571	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.8527	7.05176	4.96989	0.921465	0.333871	radar	0.206569	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	19.0236	7.23234	4.97251	0.930609	0.328746	lidar	0.912104	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	19.131	7.43648	4.93846	0.957853	0.338434	radar	8.18048	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.2256	7.69219	4.94424	0.99314	0.350689	lidar	4.22441	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.3486	7.89907	4.9334	1.01347	0.353447	radar	0.804048	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.4279	8.1281	4.91817	1.04385	0.36226	lidar	4.53869	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.5293	8.33929	4.90386	1.06599	0.365558	radar	3.36327	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.6142	8.52525	4.86773	1.08522	0.36685	lidar	5.94606	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.7092	8.73912	4.85099	1.10861	0.371809	radar	2.14373	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.8455	8.93753	4.85228	1.11774	0.365445	lidar	1.46667	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.9259	9.16231	4.83694	1.14455	0.373031	radar	2.97831	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	20.04	9.39023	4.84926	1.16087	0.371248	lidar	0.930852	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	20.0984	9.61691	4.8252	1.19144	0.381951	radar	5.9845	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.1785	9.85401	4.83106	1.21392	0.384106	lidar	0.189546	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.2402	10.0957	4.83213	1.24028	0.389173	radar	7.66858	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.2876	10.3545	4.84292	1.27038	0.396056	lidar	1.54261	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.3186	10.5888	4.82195	1.30277	0.40702	radar	6.23686	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.3707	10.8521	4.84179	1.3292	0.410688	lidar	1.3335	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.4043	11.099	4.84088	1.35733	0.416421	radar	5.91369	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.4315	11.3435	4.83984	1.38414	0.42042	lidar	0.701724	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.4079	11.5866	4.81136	1.42798	0.440199	radar	17.8384	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.4621	11.8358	4.82635	1.44567	0.437037	lidar	1.73261	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.4791	12.071	4.8219	1.46855	0.437116	radar	3.0699	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.4664	12.3452	4.84149	1.50215	0.444456	lidar	2.33707	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.4359	12.5838	4.82078	1.54063	0.459157	radar	7.83803	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.4471	12.8324	4.82849	1.56253	0.458289	lidar	0.310829	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.4354	13.0673	4.81728	1.59057	0.463755	radar	3.1578	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.3952	13.2963	4.80247	1.62126	0.469021	lidar	2.87334	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.3568	13.5318	4.79407	1.65203	0.475048	radar	2.62786	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.329	13.7873	4.80788	1.67807	0.476232	lidar	0.544032	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.2774	14.0189	4.79624	1.71092	0.484696	radar	2.93053	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.2192	14.2706	4.80753	1.74134	0.48848	lidar	0.757792	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.1495	14.5004	4.79913	1.77432	0.495644	radar	3.05641	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	20.0455	14.7487	4.81048	1.81305	0.504491	lidar	3.77067	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.9736	14.9695	4.80014	1.84139	0.507023	radar	3.62143	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.925	15.1977	4.79759	1.86194	0.503955	lidar	0.488532	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.81	15.4184	4.78743	1.90765	0.523946	radar	13.3812	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.7601	15.6272	4.77098	1.92568	0.519029	lidar	1.5485	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.6602	15.8392	4.76258	1.95754	0.524533	radar	2.38903	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.5535	16.0541	4.76066	1.98748	0.526995	lidar	0.419602	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.4435	16.2635	4.75658	2.01659	0.528745	radar	1.73888	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.3258	16.4519	4.73794	2.04716	0.531901	lidar	2.02933	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.203	16.654	4.73398	2.07923	0.537151	radar	1.1005	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0722	16.8578	4.73583	2.10939	0.539248	lidar	0.269735	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.9224	17.0567	4.73963	2.15014	0.553259	radar	9.48178	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.7602	17.2724	4.76365	2.18382	0.556552	lidar	1.77181	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.639	17.4686	4.7603	2.20231	0.547295	radar	3.47947	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.435	17.6498	4.77292	2.24521	0.557038	lidar	6.27742	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2906	17.8337	4.76946	2.26846	0.552016	radar	1.9626	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.1463	18.0176	4.76789	2.29304	0.550105	lidar	0.248988	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9721	18.1799	4.76307	2.32782	0.556732	radar	2.41694	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.8222	18.3326	4.74268	2.35405	0.556221	lidar	1.01066	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6791	18.5109	4.73997	2.37307	0.549653	radar	5.96647	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4875	18.6781	4.7523	2.40414	0.551657	lidar	0.594033	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.3051	18.8248	4.74713	2.43489	0.554419	radar	1.85949	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1312	18.9642	4.73407	2.46245	0.554647	lidar	0.418807	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9607	19.1276	4.73715	2.48285	0.548702	radar	2.87222	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7429	19.2421	4.73345	2.52041	0.555336	lidar	3.33464	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5545	19.3907	4.73922	2.54486	0.553069	radar	2.93232	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3379	19.5346	4.75882	2.57399	0.553538	lidar	0.920233	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.1161	19.6286	4.75155	2.61196	0.561341	radar	10.2666	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.911	19.7625	4.76099	2.63678	0.559017	lidar	0.605875	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.7157	19.8805	4.75154	2.65696	0.551058	radar	3.95777	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4927	20.0153	4.77459	2.68146	0.548534	lidar	1.64887	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2882	20.1447	4.78026	2.69977	0.540755	radar	6.58107	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0889	20.2702	4.78263	2.7187	0.535474	lidar	2.11182	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8636	20.3556	4.78081	2.74776	0.536503	radar	1.83055	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6445	20.4671	4.79067	2.76951	0.533014	lidar	1.06015	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.4166	20.5541	4.79508	2.7964	0.533303	radar	0.978059	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1704	20.6273	4.80682	2.82688	0.535502	lidar	0.786898	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.9399	20.6994	4.80856	2.85412	0.536149	radar	0.148758	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6746	20.7603	4.83195	2.88628	0.539087	lidar	2.25626	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.4324	20.8001	4.83421	2.92121	0.546611	radar	2.05595	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1835	20.8474	4.84278	2.95054	0.547712	lidar	0.317016	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.9532	20.9022	4.84121	2.97426	0.545366	radar	1.7209	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7355	20.9553	4.83019	2.99554	0.541746	lidar	1.52449	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.49	20.9927	4.83785	3.02251	0.541977	radar	2.80739	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2427	21.0319	4.84774	3.04701	0.540091	lidar	0.388774	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	12.0043	21.0533	4.84749	3.07439	0.541211	radar	0.996064	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.753	21.0377	4.84716	3.10908	0.546143	lidar	1.80103	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.5054	21.0276	4.84925	-0.79999	0.549854	radar	1.22462	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.4483	21.0359	4.86704	1.67604	0.564887	lidar	-0.759748	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.3887	20.8347	4.86045	-0.278451	0.605745	radar	5.87194	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	11.0595	20.9629	4.83168	0.386575	0.659469	lidar	2.98427	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.8606	20.9149	4.82361	-2.00351	0.676558	radar	7.0218	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.3046	21.069	4.84266	-2.41375	0.688236	lidar	6.09466	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	9.93714	21.0704	4.85023	-3.0223	0.724085	radar	7.1407	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.81615	20.9688	4.84457	-1.85512	0.704119	lidar	2.33767	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.76037	20.871	4.84552	-0.889724	0.703789	radar	0.505208	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.59229	20.8561	4.84704	-1.52194	0.707947	lidar	0.642663	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.55173	20.7201	4.84906	-1.69086	0.701056	radar	0.885124	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	9.00198	20.6534	4.83842	-2.33805	0.693613	lidar	13.4326	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.63755	20.5711	4.80307	-2.81093	0.663754	radar	11.8568	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.3419	20.5141	4.80774	-2.83509	0.66806	lidar	1.02463	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.12608	20.4355	4.80744	-2.78805	0.66786	radar	0.227838	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.89152	20.3728	4.80898	-2.76755	0.665172	lidar	0.351373	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.68686	20.2896	4.80851	-2.72352	0.663926	radar	4.2946	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.39893	20.2482	4.8259	-2.7229	0.666441	lidar	4.10619	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.17564	20.153	4.82492	-2.69699	0.663006	radar	0.153884	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.92599	20.0817	4.83613	-2.68092	0.662256	lidar	1.35843	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.70842	19.9911	4.83231	-2.66022	0.652999	radar	0.805988	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.47064	19.9079	4.84225	-2.64168	0.650144	lidar	1.03566	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.26046	19.815	4.83684	-2.62053	0.640982	radar	3.24528	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	6.01371	19.7273	4.85572	-2.6051	0.636463	lidar	1.93797	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.8062	19.5819	4.86434	-2.56264	0.650161	radar	1.56864	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.61204	19.4639	4.85538	-2.5353	0.645649	lidar	0.945043	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.42224	19.3132	4.85124	-2.49974	0.646304	radar	1.34027	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.20502	19.2153	4.85694	-2.48769	0.632067	lidar	2.83257	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	5.01522	19.0985	4.83601	-2.47557	0.60461	radar	5.40067	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.83671	18.9487	4.8278	-2.44437	0.605107	lidar	0.208468	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.64414	18.7993	4.83341	-2.41833	0.60213	radar	1.55665	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.45464	18.6687	4.8297	-2.40044	0.591651	lidar	1.44954	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.27614	18.5229	4.81317	-2.38581	0.569626	radar	2.22069	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.1268	18.3662	4.78963	-2.3551	0.571664	lidar	1.60126	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9565	18.1978	4.80273	-2.32021	0.585196	radar	6.32742	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.71886	18.0628	4.84176	-2.32298	0.55624	lidar	4.56462	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
